ID;"""Nome""";"""Empreendedor""";"""CPF_CNPJ""";"""UF""";"""Município""";"""Dano Potencial Associado - DPA""";"""Inserido na PNSB""";"""Nível de Emergência""";"""Tipo de Barragem de Mineração""";"""A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório""";"""Quantidade Diques Internos""";"""Quantidade Diques Selantes""";"""A barragem de mineração possui Back Up Dam""";"""Situação Operacional""";"""Estrutura com o Objetivo de Contenção""";"""A Barragem de Mineração está dentro da Área do Processo ANM ou da Área de Servidão""";"""Barragem de mineração é alimentado por usina""";"""Usinas""";"""Minério principal presente no reservatório""";;
9281;"""Dique B2 - Pilha de Estéril João Manoel""";"""SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL""";"""16628281000161""";"""MG""";"""MARIANA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9282;"""Dique B3 - Pilha de Estéril João Manoel""";"""SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL""";"""16628281000161""";"""MG""";"""MARIANA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9288;"""12 - AN""";"""MINERACAO JUNDU LTDA""";"""60628468000157""";"""SP""";"""ANALÂNDIA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""ANALÂNDIA""";"""Argila""";;
9290;"""Dique Caffaro""";"""MINERAL DO BRASIL LTDA""";"""17246638000100""";"""MG""";"""MÁRIO CAMPOS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9291;"""Barragem 1 - Dique de Contenção""";"""Construtora Martins Lanna Ltda.""";"""19974518000154""";"""MG""";"""BETIM""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9292;"""Barragem 2 - Captação de Água""";"""Construtora Martins Lanna Ltda.""";"""19974518000154""";"""MG""";"""BETIM""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9295;"""Dique 1""";"""CARBETO DE SILICIO SIKA BRASIL LTDA""";"""32870697000148""";"""MG""";"""ITUTINGA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9298;"""Dique 2""";"""CARBETO DE SILICIO SIKA BRASIL LTDA""";"""32870697000148""";"""MG""";"""ITUTINGA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9299;"""Dique 3""";"""CARBETO DE SILICIO SIKA BRASIL LTDA""";"""32870697000148""";"""MG""";"""ITUTINGA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9296;"""Barragem do Fundão""";"""AVG EMPREENDIMENTOS MINERARIOS S.A.""";"""16565897000130""";"""MG""";"""SABARÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9297;"""Barragem dos Coqueiros""";"""AVG EMPREENDIMENTOS MINERARIOS S.A.""";"""16565897000130""";"""MG""";"""SABARÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9301;"""Dique BIII-6""";"""FERROMINAS - MINERAÇÃO LTDA""";"""08814720000100""";"""MG""";"""ITAÚNA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9302;"""Dique BIII-7""";"""FERROMINAS - MINERAÇÃO LTDA""";"""08814720000100""";"""MG""";"""ITAÚNA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9305;"""Dique de Captação""";"""PEDREIRA UM VALEMIX LTDA""";"""41716499000115""";"""MG""";"""CATAS ALTAS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9306;"""Dique - Pilha 2""";"""Mib Mineração Ibirité Ltda""";"""08578982000105""";"""MG""";"""BRUMADINHO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9307;"""Dique - Pilha 4""";"""Mib Mineração Ibirité Ltda""";"""08578982000105""";"""MG""";"""BRUMADINHO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9324;"""Lagoa de Disposição n°04 - LD4""";"""Alcoa World Alumina Brasil Ltda.""";"""06167730000168""";"""PA""";"""JURUTI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina de Juruti""";"""Bauxita Grau Não Metalúrgico""";;
9326;"""PDE02""";"""VALE S.A.""";"""33592510000154""";"""PA""";"""PARAUAPEBAS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9327;"""Pilha 01 - P1C1""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9321;"""Dique Conquistinha""";"""MINERACAO MORRO DO IPE S.A.""";"""22902554000117""";"""MG""";"""BRUMADINHO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9329;"""Pilha 01 - P1C3""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9330;"""Pilha 01 - P1C4""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9348;"""BARRAGEM B1""";"""Roberto Eustáquio Silva Pedrosa""";"""00546997000260""";"""MG""";"""LAGAMAR""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9331;"""Pilha 01 - P1C5""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Cobre""";;
2437;"""Barragem II Mina Engenho""";"""Massa Falida de Mundo Mineração Ltda.""";"""07950015000160""";"""MG""";"""RIO ACIMA""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""PLANTA ENGENHO D'ÁGUA""";"""Minério de Ouro Primário""";;
2436;"""Barragem Mina Engenho""";"""Massa Falida de Mundo Mineração Ltda.""";"""07950015000160""";"""MG""";"""RIO ACIMA""";"""Alta""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""PLANTA ENGENHO D'ÁGUA""";"""Minério de Ouro Primário""";;
3685;"""CF - Leste""";"""Alain Stephane Riviere Mineração""";"""15264439000107""";"""MT""";"""POCONÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""CÓRREGO FUNDO""";"""Rocha Aurífera""";;
3687;"""CF - Oeste""";"""Alain Stephane Riviere Mineração""";"""15264439000107""";"""MT""";"""POCONÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""CÓRREGO FUNDO""";"""Rocha Aurífera""";;
3831;"""Barragem de Rejeitos""";"""Serra Pelada Companhia de Desenvolvimento Mineral""";"""04828209000107""";"""PA""";"""CURIONÓPOLIS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
5405;"""Barragem de Clarificação de Água""";"""Zamapá Mineração S.a.""";"""05857559000156""";"""AP""";"""FERREIRA GOMES""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""Usina Tracajatuba""";"""Minério de Ferro""";;
9332;"""Pilha 01 - P1C6""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9333;"""Pilha 01 - P1C7""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9334;"""Pilha 01 - P1C8""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9335;"""Pilha 01 - P1C9""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9328;"""Pilha 01 P1C2""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9337;"""Pilha 05 - P5C1""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9338;"""Pilha 05 - P5C2""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9339;"""Pilha 05 - P5C3""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9340;"""Pilha 05 - P5C4""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9341;"""Pilha 05 - P5C5""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9343;"""Pilha 05 - P5XC2""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9342;"""Pilha 05 - XC1""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Cobre""";;
9344;"""BARAÚNA - PBC1""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9345;"""BARAÚNA - PBC2""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9346;"""BARAÚNA - PBC3""";"""MINERACAO CARAIBA S/A""";"""42509257000113""";"""BA""";"""JAGUARARI""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Empilhamento drenado construído hidraulicamente e suscetível à liquefação""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Planta de sulfetado""";"""Minério de Cobre""";;
9351;"""Baia 4""";"""VETRIA MINERACAO S.A.""";"""10228340000128""";"""MS""";"""CORUMBÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Não""";"""-""";"""Minério de Ferro""";;
9060;"""Dique 5 (Barragem 4 - Bota fora)""";"""PEDREIRA SARGON LTDA""";"""60101300000199""";"""SP""";"""SANTA ISABEL""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9358;"""Dique de Finos I""";"""AVB MINERACAO LTDA.""";"""07605563000152""";"""PA""";"""CURIONÓPOLIS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9359;"""Dique de Finos II""";"""AVB MINERACAO LTDA.""";"""07605563000152""";"""PA""";"""CURIONÓPOLIS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9360;"""Dique dos Búfalos""";"""MOSAIC FERTILIZANTES P&K LTDA.""";"""33931486001455""";"""MG""";"""ARAXÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9361;"""Dique do Puma 01""";"""MINERACAO ONCA PUMA S.A.""";"""48256824000153""";"""PA""";"""PARAUAPEBAS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9364;"""MD 05/2016""";"""MINERACAO DESCALVADO LIMITADA""";"""54114475000138""";"""SP""";"""DESCALVADO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina Fundição";;;
8276;"""Alto Jacutinga""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""CONGONHAS""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8280;"""BARRAGEM DE CONTENÇÃO DE ÁGUAS PLUVIAIS-DIQUE D-03""";"""SICAL INDUSTRIAL LTDA.""";"""19416627000156""";"""MG""";"""BELO HORIZONTE""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8301;"""Gambá""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""CONGONHAS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8403;"""Pocilga""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""SANTA BÁRBARA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8407;"""PDE Lagoa Seca""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""MARIANA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9164;"""Bacia 05 Alto da Serra""";"""MINERACAO CORUMBAENSE REUNIDA S.A.""";"""03327988000196""";"""MS""";"""CORUMBÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""USINA PL 01 Fe""";"""Minério de Ferro""";;
8743;"""SANTO ANTÔNIO""";"""NIKI MINERACAO";" COMERCIO E EXPORTACAO LTDA.""";"""08667139000103""";"""MG""";"""Não se aplica""";"""Não""";"""Não""";"""-""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não se aplica a esse tipo de barragem""";"""Ativa""";"""Sedimentos""";"""Não""";"""Sim""";"""ALEXANDRITA BENEFICIAMENTO""";;
9372;"""Dique de finos 03 - Depósito Tamanduá""";"""MOSAIC FERTILIZANTES P&K LTDA.""";"""33931486001455""";"""GO""";"""OUVIDOR""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9371;"""Dique de finos 02 - Depósito Tamanduá""";"""MOSAIC FERTILIZANTES P&K LTDA.""";"""33931486001455""";"""GO""";"""OUVIDOR""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9370;"""Dique de finos 01 - Depósito Tamanduá""";"""MOSAIC FERTILIZANTES P&K LTDA.""";"""33931486001455""";"""GO""";"""OUVIDOR""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9390;"""Pond - PDE Sul""";"""MOSAIC FERTILIZANTES P&K LTDA.""";"""33931486001455""";"""MG""";"""PATROCÍNIO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9386;"""Dique Portaria""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""MARIANA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9398;"""OREGON""";"""Espólio de Sérgio de França""";"""***302157***""";"""MT""";"""POCONÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Oregon 1""";"""Areia""";;
9401;"""GAÚCHO""";"""Alain Stephane Riviere Mineração""";"""15264439000107""";"""MT""";"""POCONÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Sim""";"""Gauchinho""";"""Areia""";;
9393;"""BARRAGEM GEOMINAS""";"""Geominas Minerações Ltda.""";"""11979744000116""";"""TO""";"""NATIVIDADE""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9406;"""BARRAGEM GEOMINAS-001""";"""Geominas Minerações Ltda.""";"""11979744000116""";"""TO""";"""NATIVIDADE""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9407;"""BARRAGEM GEOMINAS-002""";"""Geominas Minerações Ltda.""";"""11979744000116""";"""TO""";"""NATIVIDADE""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9272;"""Bacia 02-03 Alto da Serra Mn""";"""MINERACAO CORUMBAENSE REUNIDA S.A.""";"""03327988000196""";"""MS""";"""CORUMBÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""USINA PL 03 Mn""";"""Minério de Manganês""";;
