ID;"""Nome""";"""Empreendedor""";"""CPF_CNPJ""";"""UF""";"""Município""";"""Dano Potencial Associado - DPA""";"""Inserido na PNSB""";"""Nível de Emergência""";"""Tipo de Barragem de Mineração""";"""A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório""";"""Quantidade Diques Internos""";"""Quantidade Diques Selantes""";"""A barragem de mineração possui Back Up Dam""";"""Situação Operacional""";"""Estrutura com o Objetivo de Contenção""";"""A Barragem de Mineração está dentro da Área do Processo ANM ou da Área de Servidão""";"""Barragem de mineração é alimentado por usina""";"""Usinas""";"""Minério principal presente no reservatório""";;
9919;"""Barragem Bacia de Decantação 03""";"""MINERACAO FL JOTAS LTDA""";"""09145188000130""";"""MG""";"""ESMERALDAS""";"""Baixa""";"""Sim""";"""Emergência Nivel 1""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Argila Arenosa""";;
8543;"""JBS1""";"""Empresa de Mineração e Artefatos de Cimento Jbs Ltda Epp""";"""47354774000184""";"""SP""";"""MOGI DAS CRUZES""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Areia""";;
9924;"""Quevedo 3""";"""EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA""";"""02745436000135""";"""SP""";"""TATUÍ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Argila""";;
9925;"""RX-01""";"""MINERADORA AREIA NOVA LTDA""";"""02286818000148""";"""SP""";"""BOFETE""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9929;"""Lagoa São Chico""";"""SERABI MINERACAO S.A.""";"""04207303000130""";"""PA""";"""ITAITUBA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9934;"""Santa Bárbara""";"""VALMIR GONCALO DE BARROS""";"""***715361***""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9948;"""BR ÁGUIA DO SOL""";"""FILADELFO DOS REIS DIAS""";"""***047942***""";"""MT""";"""SANTO ANTÔNIO DE LEVERGER""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Sim""";"""Terra Homogênea""";"""Rocha alterada / Saprolito""";"""CMP (Cheia Máxima Provável) ou Decamilenar""";"""Etapa única""";"""Existe instrumentação de acordo com o projeto técnico""";"""Ativa""";;
9973;"""STC03""";"""Valdinei Mauro de Souza""";"""***568360***""";"""MT""";"""POCONÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
9980;"""LIPINISKY""";"""william monteiro lipinisky """;"""***055303***""";"""MT""";"""CARLINDA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Secundário""";;
9986;"""Barragem II""";"""CELESTA MINERACAO S.A""";"""17755975000122""";"""PA""";"""CURIONÓPOLIS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina de Beneficiamento Celesta""";"""Minério de Cobre""";;
9983;"""COTERPA""";"""FRANCISCO DE ASSIS RODRIGUES""";"""***563448***""";"""SP""";"""HORTOLÂNDIA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9990;"""Nova Baixo João Pereira""";"""VALE S.A.""";"""33592510000154""";"""MG""";"""CONGONHAS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10010;"""MD-01""";"""MORRO DOURADO LTDA""";"""03328459000107""";"""MT""";"""NOVA LACERDA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10013;"""Dique do Dry Stacking""";"""MINERACAO USIMINAS S.A.""";"""12056613000120""";"""MG""";"""ITATIAIUÇU""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10014;"""Barragem_Valdenir2""";"""VALDENIR DA SILVA REGO""";"""***142198***""";"""MT""";"""VÁRZEA GRANDE""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Areia""";;
10007;"""Barragem de Rejeito Almas""";"""AURA ALMAS MINERACAO S.A.""";"""08213823000107""";"""TO""";"""ALMAS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
8287;"""Dique 06""";"""MINERACAO ONCA PUMA S.A.""";"""48256824000153""";"""PA""";"""SÃO FÉLIX DO XINGU""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10019;"""BACIA USINA DE BENEFICIAMENTO - IA""";"""MAGNESITA MINERACAO S.A.""";"""00592603000120""";"""MG""";"""UBERABA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""USINA BELA VISTA - BENEFICIAMENTO L7";;;
10020;"""BACIA USINA DE BENEFICIAMENTO - IB""";"""MAGNESITA MINERACAO S.A.""";"""00592603000120""";"""MG""";"""UBERABA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""USINA BELA VISTA - BENEFICIAMENTO L8";;;
10021;"""BACIA DE RECIRCULAÇÃO - RI""";"""MAGNESITA MINERACAO S.A.""";"""00592603000120""";"""MG""";"""UBERABA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""USINA BELA VISTA - BENEFICIAMENTO L8";;;
10022;"""BACIA DE RECIRCULAÇÃO - RII""";"""MAGNESITA MINERACAO S.A.""";"""00592603000120""";"""MG""";"""UBERABA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""USINA BELA VISTA - BENEFICIAMENTO L8";;;
9994;"""Módulo IV""";"""NEXA RECURSOS MINERAIS S.A.""";"""42416651000107""";"""MG""";"""VAZANTE""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10030;"""BARRAGEM DE MINERAÇÃO""";"""COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO""";"""26729643000164""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""PLANTA DE BENEFICIAMENTO TIPO MOINHO """;"""Areia""";;
10033;"""PURO OURO""";"""VALGNO DE MATOS TINOCO""";"""***065508***""";"""MT""";"""CUIABÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
10039;"""BARBA""";"""Cleomenes Santos Silva""";"""***016915***""";"""MT""";"""POCONÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina Barba""";"""Areia""";;
10041;"""VCS""";"""Valdemir Carlos de Souza""";"""***326183***""";"""MT""";"""POCONÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina Arrozal""";"""Areia""";;
10045;"""MOCOTÓ""";"""Francisco Xavier da Silva""";"""***108610***""";"""MT""";"""POCONÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10049;"""BR SANTA FELICIDADE 04""";"""FILADELFO DOS REIS DIAS""";"""***047942***""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10054;"""VALE DO OURO""";"""Rodrigo Moraes Fiacadori""";"""***998455***""";"""MT""";"""CUIABÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10059;"""CATARINO""";"""CATARINO PEDROSO DE BARROS""";"""***172592***""";"""MT""";"""POCONÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina Catarino""";"""Areia""";;
10060;"""TR1""";"""MAURO CRISTIANO PERASSOLLI FILHO""";"""***102418***""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10073;"""BARRAGEM 03""";"""SAMACA FERROS LTDA""";"""16682218000103""";"""BA""";"""MAIQUINIQUE""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Sim""";"""2""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Sim""";"""UBG""";"""Não se aplica a esse tipo de barragem""";;
10058;"""Barragem MSJ """;"""COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO""";"""26729643000164""";"""MT""";"""CUIABÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Sim""";"""PLANTA DE BENEFICIAMENTO TIPO MOINHO """;"""Não se aplica a esse tipo de barragem""";;
10084;"""LD-01""";"""COOPERATIVA DE EXTRACAO MINERAL DE MATO GROSSO""";"""23300330000106""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10097;"""Barragem de Rejeito - Mineração Ouro Fino""";"""COOPERATIVA DE EXTRACAO MINERAL DE MATO GROSSO""";"""23300330000106""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Sim""";"""MINERAÇÃO OURO FINO""";"""Não se aplica a esse tipo de barragem""";;
10099;"""Mineração Livramento""";"""MINERACAO LIVRAMENTO LTDA""";"""21943724000149""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10114;"""P.R.A""";"""EUROMAQUINAS MINERACAO LTDA""";"""19882154000182""";"""MT""";"""PONTES E LACERDA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
10119;"""TQ 6301 A - POND 1 A""";"""INDUSTRIAS NUCLEARES DO BRASIL S.A - INB""";"""00322818003570""";"""BA""";"""CAETITÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Urânio""";;
10120;"""TQ 6301 B - POND 1 B""";"""INDUSTRIAS NUCLEARES DO BRASIL S.A - INB""";"""00322818003570""";"""BA""";"""CAETITÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Urânio""";;
10121;"""TQ 6302 - POND 2""";"""INDUSTRIAS NUCLEARES DO BRASIL S.A - INB""";"""00322818003570""";"""BA""";"""CAETITÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""Unidade de Concentração""";"""Minério de Urânio""";;
10122;"""TQ 6303 - POND 3""";"""INDUSTRIAS NUCLEARES DO BRASIL S.A - INB""";"""00322818003570""";"""BA""";"""CAETITÉ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Não""";"""Sim""";"""Unidade de Concentração""";"""Minério de Urânio""";;
9844;"""Barragem Serrinha""";"""SERRINHA GOLDMINE LTDA""";"""42451000000158""";"""MT""";"""CUIABÁ""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
8857;"""Volta Grande 2""";"""AMG BRASIL S.A.""";"""11224676000185""";"""MG""";"""NAZARENO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Sim""";"""Volta Grande";;;
10129;"""BR03""";"""MINERACAO ABDALA LTDA""";"""08838089000171""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""PLANTA DE BENEFICIAMENTO""";"""Rocha Aurífera""";;
9219;"""Conjunto de cavas em desativação recuperação""";"""MINERADORA AREIA NOVA LTDA""";"""02286818000148""";"""SP""";"""BOFETE""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Cava com Barramento Construído""";"""Não""";"""0""";"""0""";"""Não""";"""Inativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Areia""";;
10172;"""Bacia Nestor Figueiredo - BNF""";"""INDUSTRIAS NUCLEARES DO BRASIL S.A - INB""";"""00322818003650""";"""MG""";"""CALDAS""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10174;"""Dique PDE 1""";"""ITAMINAS COMERCIO DE MINERIOS SA""";"""18752824000183""";"""MG""";"""SARZEDO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10179;"""Barragem de Rejeito Capim Gold 2""";"""EVALDO TESCHIMA LEITE""";"""24588183000176""";"""MT""";"""NOSSA SENHORA DO LIVRAMENTO""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Construção""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
10185;"""Barragem do Vené II""";"""MINERACAO AURIZONA S/A""";"""42422048000138""";"""MA""";"""GODOFREDO VIANA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ouro Primário""";;
8901;"""Barragem de Mercês""";"""Bauminas Mineração Ltda""";"""19534650000145""";"""MG""";"""MERCÊS""";"""Baixa""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Não""";"""Não""";"""-""";"""Bauxita Grau Não Metalúrgico""";;
8782;"""Barragem Central""";"""SAFM MINERACAO LTDA""";"""09325670000152""";"""MG""";"""ITABIRITO""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Sim""";"""ITM";;;
8849;"""Barragem de Aredes""";"""SAFM MINERACAO LTDA""";"""09325670000152""";"""MG""";"""ITABIRITO""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Sim""";"""ITM";;;
10189;"""Dique de Contenção de Sedimentos Crista""";"""ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.""";"""18565382000166""";"""MG""";"""SANTA BÁRBARA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8699;"""B4""";"""ITAMINAS COMERCIO DE MINERIOS SA""";"""18752824000183""";"""MG""";"""SARZEDO""";"""Alta""";"""Sim""";"""Nível de Alerta""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ferro""";;
10188;"""Sistema de Contenção de Sedimentos Pinta Bem""";"""ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.""";"""18565382000166""";"""MG""";"""SANTA BÁRBARA""";"""Não se aplica""";"""Não""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9183;"""Barragem B-6""";"""VETRIA MINERACAO S.A.""";"""10228340000128""";"""MS""";"""CORUMBÁ""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Vetorial ";;;
9181;"""Bacia B-9""";"""VETRIA MINERACAO S.A.""";"""10228340000128""";"""MS""";"""CORUMBÁ""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ferro""";;
9186;"""Barragem Sul""";"""VETRIA MINERACAO S.A.""";"""10228340000128""";"""MS""";"""CORUMBÁ""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";"""Minério de Ferro""";;
9113;"""Dique BIII-2""";"""M B L MATERIAIS BASICOS LTDA""";"""19543206000196""";"""MG""";"""ITATIAIUÇU""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9114;"""Dique BIII-3""";"""M B L MATERIAIS BASICOS LTDA""";"""19543206000196""";"""MG""";"""ITAÚNA""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9471;"""Unidade IB""";"""CMOC BRASIL MINERACAO";" INDUSTRIA E PARTICIPACOES LTDA.""";"""26108898000100""";"""GO""";"""Baixa""";"""Sim""";"""Sim""";"""1º Campanha 2023 - Atestado""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não se aplica a esse tipo de barragem""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Não""";"""-""";;
9156;"""Unidade II""";"""CMOC BRASIL MINERACAO";" INDUSTRIA E PARTICIPACOES LTDA.""";"""26108898000100""";"""GO""";"""Baixa""";"""Sim""";"""Sim""";"""1º Campanha 2023 - Atestado""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não se aplica a esse tipo de barragem""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina BVFR";;
9157;"""Unidade I""";"""CMOC BRASIL MINERACAO";" INDUSTRIA E PARTICIPACOES LTDA.""";"""26108898000100""";"""GO""";"""Baixa""";"""Sim""";"""Sim""";"""1º Campanha 2023 - Atestado""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não se aplica a esse tipo de barragem""";"""Em Descaracterização""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina BVFR";;
9158;"""Unidade IIB""";"""CMOC BRASIL MINERACAO";" INDUSTRIA E PARTICIPACOES LTDA.""";"""26108898000100""";"""GO""";"""Baixa""";"""Sim""";"""Sim""";"""1º Campanha 2023 - Atestado""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não se aplica a esse tipo de barragem""";"""Ativa""";"""Rejeitos""";"""Sim""";"""Sim""";"""Usina BVFR";;
9818;"""Dique de Contenção de Sedimentos 05""";"""ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A""";"""02359572000430""";"""MG""";"""CONCEIÇÃO DO MATO DENTRO""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9434;"""Dique de Contenção de Sedimentos 04""";"""ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A""";"""02359572000430""";"""MG""";"""CONCEIÇÃO DO MATO DENTRO""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8956;"""EB-2""";"""ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A""";"""02359572000430""";"""MG""";"""SANTO ANTÔNIO DO GRAMA""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Não""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
8954;"""Dique de Contenção de Sedimentos 02""";"""ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A""";"""02359572000430""";"""MG""";"""CONCEIÇÃO DO MATO DENTRO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9433;"""Dique de Contenção de Sedimentos 03""";"""ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A""";"""02359572000430""";"""MG""";"""CONCEIÇÃO DO MATO DENTRO""";"""Alta""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Ativa""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
9661;"""Agua Limpa""";"""Granha Ligas Ltda""";"""05833746000108""";"""MG""";"""SÃO TIAGO""";"""Média""";"""Sim""";"""Sem emergência""";"""Barragem/Barramento/Dique""";"""Não""";"""0""";"""0""";"""Não""";"""Em Descaracterização""";"""Sedimentos""";"""Sim""";"""Não""";"""-""";"""Não se aplica a esse tipo de barragem""";;
